0.032035 0.903522 
0.636980 0.860882 
0.308891 0.375771 
0.973213 0.961123 
0.887478 0.696881 
0.902657 0.998807 
0.408574 0.172791 
0.461219 0.674400 
0.693185 0.330056 
0.747068 0.758461 
0.074791 0.146170 
0.812708 0.834152 
0.410787 0.728332 
0.431246 0.772404 
0.614542 0.696939 
0.333892 0.273526 
0.791926 0.650354 
0.785451 0.582919 
0.660905 0.613645 
0.074369 0.451647 
0.102498 0.357013 
0.585383 0.709457 
0.346190 0.397652 
0.724740 0.530419 
0.030455 0.297718 
0.396827 0.619289 
0.484528 0.904098 
0.490666 0.086904 
0.023637 0.243616 
0.616670 0.610051 
0.496677 0.128480 
0.016984 0.417221 
0.120504 0.816855 
0.223321 0.476119 
0.813756 0.425838 
0.908134 0.688655 
0.528021 0.759526 
0.909768 0.569040 
0.875478 0.781564 
0.238828 0.372497 
0.767399 0.555432 
0.807642 0.475546 
0.592424 0.959886 
0.671535 0.440876 
0.149755 0.162385 
0.920818 0.024927 
0.270741 0.438109 
0.395014 0.736648 
0.660206 0.632244 
0.672246 0.700838 
0.501607 0.991720 
0.070778 0.726169 
0.020264 0.290454 
0.627837 0.770911 
0.396662 0.627508 
0.322058 0.520591 
0.764869 0.916365 
0.496422 0.560780 
0.804572 0.268863 
0.022439 0.602068 
0.611743 0.010149 
0.914939 0.287463 
0.772730 0.179479 
0.739045 0.117055 
0.217196 0.751663 
0.313134 0.730284 
0.522054 0.568669 
0.157790 0.899674 
0.603901 0.651129 
0.312283 0.755812 
0.581745 0.153597 
0.165850 0.563882 
0.112571 0.161051 
0.647523 0.326595 
0.484725 0.660691 
0.489195 0.053972 
0.670864 0.663301 
0.513596 0.111709 
0.553466 0.330594 
0.380669 0.968710 
0.489273 0.264847 
0.518933 0.180465 
0.809736 0.448005 
0.826740 0.775212 
0.985127 0.730130 
0.093168 0.498859 
0.920767 0.749797 
0.088735 0.704401 
0.802277 0.647622 
0.228340 0.061675 
0.348212 0.271860 
0.116996 0.670734 
0.235416 0.572622 
0.844179 0.481378 
0.495181 0.777089 
0.474084 0.984596 
0.184398 0.407910 
0.853047 0.718276 
